,Coordenadas_inicio,Coordenadas_fin,Minutos,Nombre_inicio,Nombre_fin
3341,"[39.467195982555474, -0.37039826477865606]","[39.44817990438484, -0.39073184374032055]",11.81675075075075,"Carrer d'Hernán Cortés, l'Eixample, València","l'Hort de Senabre, València"
3342,"[39.46796413634262, -0.34781003907461305]","[39.46723439079767, -0.4131659421856089]",19.693585585585584,"Carrer de Pepe Alba, Camins al Grau, València","Carrer del Pare Esteban Pernet, l'Olivereta, València"
3343,"[39.471511510085065, -0.3440319963295681]","[39.5022968516528, -0.34743824200295875]",18.58351351351352,"Carrer del Poeta Duran i Tortajada, Algirós, València","Carrer del Pare Luis Navarro, Alboraia / Alboraya"
3344,"[39.47634364140768, -0.3437458280152227]","[39.48911698620503, -0.3502139924203194]",12.05806306306306,"Camí del Cabanyal, Algirós, València","Camí de Farinós, Alboraia / Alboraya"
3345,"[39.46125689684886, -0.36426129920231515]","[39.48611909859928, -0.4011457429455707]",14.823603603603598,"Plaça de Vicente Alcober Coloma (Professor), Quatre Carreres, València","Avinguda de les Corts Valencianes, Campanar, València"
3346,"[39.45617285637705, -0.36745044951444894]","[39.47047305495836, -0.3432234036999443]",11.280564564564566,"Carrer dels Sapadors, Quatre Carreres, València","Carrer del Músic Ginés, Algirós, València"
3347,"[39.46064275319887, -0.3668700279915751]","[39.48236072211877, -0.39038249994000995]",10.914402402402402,"Avinguda de Peris i Valero, l'Eixample, València","Carrer del Professor Beltrán Báguena, Campanar, València"
3348,"[39.4566060868129, -0.37633033478903244]","[39.51706801175154, -0.3665517312141064]",27.029228228228245,"Avinguda de Peris i Valero, Quatre Carreres, València",[Desconocido]
3349,"[39.512700965173764, -0.42746412842807774]","[39.50564409503385, -0.41887045938802503]",24.749969969969964,"Catedrático José Beltrán, Paterna","Autovía del Turia, Burjassot"
3350,"[39.40852018610476, -0.40089305165749756]","[39.42928761875094, -0.42673459913185124]",16.44583783783784,[Desconocido],"Calle de José Capuz, Paiporta"
3351,"[39.41857245151312, -0.39112269713433645]","[39.52740904781326, -0.38123248046636504]",44.29407207207206,"Calle de San Cayetano, Alfafar","Carrer de Palma de Gandia, Pobles del Nord, València"
3352,"[39.47568585152798, -0.36480499257487825]","[39.42505039946673, -0.3836133403872335]",23.61171771771772,"Carrer del Periodista José Ombuena, el Pla del Real, València","Calle del Sol, Sedaví"
3353,"[39.45179167987738, -0.3334660723640191]","[39.478504167217196, -0.357603751194572]",17.16278378378378,"Carrer de Vilanova i Piera, Poblats Marítims, València","Plaça de la Legió Espanyola, el Pla del Real, València"
3354,"[39.462252421006674, -0.3980125736693793]","[39.48473954797249, -0.38286487535786307]",10.493234234234237,"Carrer de l'Arxiduc Carles, Patraix, València","Carrer de l'Alqueria de l'Estrella, la Saïdia, València"
3355,"[39.45256334190792, -0.3699622415718863]","[39.49227518245353, -0.3664494796234733]",19.34517717717717,"Carrer de Sollana, Quatre Carreres, València","Carrer de Motilla del Palancar, Rascanya, València"
3356,"[39.489764499913704, -0.40176631719708517]","[39.478104028348795, -0.42504923750663376]",14.01588588588589,"Carrer de Sant Clement, Campanar, València","Carrer de Pilar Miró, Mislata"
3357,"[39.48320431207366, -0.3977524060018404]","[39.453788613911556, -0.3903420227301018]",13.17636936936937,"Carrer de Riba-Roja, Campanar, València","Carrer de Llanera de Ranes, Jesús, València"
3358,"[39.487781612782236, -0.3915306299691088]","[39.4617385459884, -0.40704610076437914]",11.815984984984985,"Avinguda del General Avilés, Campanar, València","Carrer dels Traginers, Patraix, València"
3359,"[39.47082878693034, -0.3474298173385879]","[39.48718672354765, -0.3947474518373704]",16.137138138138138,"Carrer de la Historiadora Sylvia Romeu, Algirós, València","Carrer de Francesc Barrachina Esteban, Benicalap, València"
3360,"[39.484468905327546, -0.3585274015298226]","[39.481020351857964, -0.3374866927521147]",10.07269069069069,"Carrer del Reverend Rafael Tramoyeres, Benimaclet, València","Camí de Vera, Algirós, València"
3361,"[39.45887151181061, -0.383251305145456]","[39.460762717855864, -0.3322460183393264]",16.854021021021023,"Carrer de Sant Vicent Màrtir, Jesús, València","Carrer del Doctor Josep Juan Dòmine, Poblats Marítims, València"
3362,"[39.46366435057018, -0.36560844858768415]","[39.521026019039326, -0.3858306694557154]",22.40054054054054,"Carrer de Joaquim Costa, l'Eixample, València","Camí de Benifaraig a Montcada, Pobles del Nord, València"
3363,"[39.51660488501473, -0.46685090409567437]","[39.51010247763791, -0.4355593270351016]",10.693900900900902,"Calle Ciudad de Alcoy, Paterna","Calle del Polígono Norte, Paterna"
3364,"[39.466412738266854, -0.34883980650724616]","[39.51799691869397, -0.38740448697052]",23.987507507507512,"Carrer del Pintor Nicolau, Camins al Grau, València","Camí de Benifaraig a Montcada, Pobles del Nord, València"
3365,"[39.40344415821007, -0.39292512793620965]","[39.43483260645171, -0.42394693101002173]",20.30374774774776,[Desconocido],"Avinguda de Sanchis Guarner, Picanya"
3366,"[39.46111678127399, -0.3321688092936773]","[39.467819254028925, -0.3678280699080187]",11.624186186186185,"Carrer del Doctor Josep Juan Dòmine, Poblats Marítims, València","Gran Via del Marqués del Túria, l'Eixample, València"
3367,"[39.515849264032546, -0.45993515488567466]","[39.50456776540827, -0.41101570388848624]",22.421657657657665,"Calle Villa de Bilbao, Paterna","Calle Bernat y Baldoví, Burjassot"
3368,"[39.50378656557392, -0.4234611434175019]","[39.422244658200526, -0.39425514548021334]",39.755993993993975,"Carrer del Pare Simó, Pobles de l'Oest, València","Calle de Pintor Ribera, Benetússer"
3369,"[39.48758876980248, -0.36681664777544915]","[39.46691045437545, -0.39865223412162126]",15.85490390390391,"Carrer de Benicarló, Benimaclet, València","Carrer del Músic Ayllón, l'Olivereta, València"
3370,"[39.450403095105216, -0.3947869953660568]","[39.47948409069642, -0.36603113772510326]",16.318981981981985,"Avinguda de Gaspar Aguilar, Patraix, València","Avinguda de Blasco Ibáñez, el Pla del Real, València"
3371,"[39.470153032348, -0.40458176925081524]","[39.4635924977633, -0.35535996290783434]",15.245612612612607,"Carrer del Pintor Stolz, l'Olivereta, València","Eix Verdeguer-Balears, Camins al Grau, València"
3372,"[39.46068372872704, -0.35914483253364277]","[39.41978573583446, -0.38513141442799625]",19.70940840840841,"Carrer de l'Alcalde Reig, Quatre Carreres, València","Avenida de Pep de l'Horta, Alfafar"
3373,"[39.43082328429622, -0.3945818798763062]","[39.463656851050935, -0.36834182074613603]",17.055738738738743,"Carrer Ruiz, Pobles del Sud, València","Avinguda del Regne de València, l'Eixample, València"
3374,"[39.452624359850056, -0.337056641698475]","[39.46877013104359, -0.38340406668902205]",17.543846846846844,"Carrer d'Adolfo d'Azcárraga, Quatre Carreres, València","Carrer de Gandia, Extramurs, València"
3375,"[39.426700448206, -0.3881109696042911]","[39.474149075894644, -0.3259482674202578]",29.846159159159157,"Calle del Capitán Cortés, Sedaví","Carrer d'Eugènia Viñes, Poblats Marítims, València"
3376,"[39.506453572676975, -0.41525298927172166]","[39.50712083207473, -0.4475876209299422]",17.73536336336337,"Calle Manuel Dualde, Burjassot","Calle de Ciudad Real, Paterna"
3377,"[39.46577329979112, -0.38612307688728076]","[39.4973161764907, -0.3748425457075339]",13.063963963963962,"Carrer de Salas Quiroga, Extramurs, València","Carrer del Mont Carmel, Rascanya, València"
3378,"[39.50434801493239, -0.3473866952426246]","[39.46921512499376, -0.32731747812165096]",19.465306306306317,"Travesía del Padre Luis Navarro, Alboraia / Alboraya","Carrer dels Pescadors, Poblats Marítims, València"
3379,"[39.45155577991781, -0.3763556528874833]","[39.51706801175154, -0.3665517312141064]",29.51967567567569,"Carrer de Bernat Descoll, Quatre Carreres, València",[Desconocido]
3380,"[39.449264678945426, -0.391827131671405]","[39.47330609931593, -0.400995040715098]",11.71124024024024,"Plaça de Segòvia, Jesús, València","Carrer de la Democràcia, l'Olivereta, València"
3381,"[39.47606073380294, -0.4260509108093971]","[39.46305864105857, -0.3471945985220322]",22.70220720720721,"V-30, Mislata","Carrer del Pintor Maella, Camins al Grau, València"
3382,"[39.52740904781326, -0.38123248046636504]","[39.44466380047614, -0.39083922056236]",32.245849849849854,"Carrer de Palma de Gandia, Pobles del Nord, València","Carrer de Sant Marcel·lí, Jesús, València"
3383,"[39.51806855133677, -0.470238850055413]","[39.51820453462153, -0.417761918902273]",22.814756756756758,"Calle Islas Canarias, Paterna","Carrer Don Juan D'Austria, Burjassot"
3384,"[39.449733140747554, -0.3969585182627564]","[39.499907167847546, -0.3819807284266317]",20.69432732732733,"Avinguda de les Tres Creus, Jesús, València","Camí de Montcada, Pobles del Nord, València"
3385,"[39.49515586969862, -0.37498354272023654]","[39.47306958218127, -0.4175266484125262]",16.930294294294296,"Carrer de Sant Domènec Savio, Rascanya, València","Carrer del Literat Azorín, Mislata"
3386,"[39.48903210193682, -0.3643360516962291]","[39.49102019263624, -0.39293445483950484]",10.55274474474475,"Carrer de la Torreta de Miramar, Rascanya, València","Carrer de la Florista, Benicalap, València"
3387,"[39.47675901539659, -0.3906311284935885]","[39.503958965951, -0.3596679004333961]",31.37790690690689,"Carrer del Doctor Zamenhof, Extramurs, València",[Desconocido]
3388,"[39.499529419169434, -0.41608551009749944]","[39.476424669118444, -0.4200315227169521]",17.10552852852853,"Carrer de la Sénia de Benimàmet, Pobles de l'Oest, València","Carrer de Sant Antoni, Mislata"
3389,"[39.495054842616945, -0.3497790450072617]","[39.4711488886069, -0.41771695184168334]",40.04596096096096,"Calle de Benimaclet, Alboraia / Alboraya","Carrer del Pare Santonja, Mislata"
3390,"[39.41767302232713, -0.387523085803901]","[39.48539047478447, -0.4171337663561566]",30.363780780780782,"La Fila, Alfafar","Partida de Dalt, Campanar, València"
3391,"[39.493749034716714, -0.3866551876758615]","[39.50160638994051, -0.3441112160181943]",25.279579579579583,"Carrer de Pere Delmonte i Hurtado, Benicalap, València","Carrer dels Ceramistes, Alboraia / Alboraya"
3392,"[39.467106610069656, -0.3436496006810047]","[39.447898087135194, -0.3945881532019548]",18.59871171171171,"Carrer de Jeroni de Montsoriu, Camins al Grau, València","Carrer de Tomàs de Villarroya, Jesús, València"
3393,"[39.45552301394359, -0.3892713030774837]","[39.452229137204235, -0.3370046340664596]",18.147249249249253,"Carrer d'Agustina d'Aragó, Jesús, València","Carrer de les Moreres, Quatre Carreres, València"
3394,"[39.453744278980416, -0.37750546627511117]","[39.48425203395003, -0.3914094548532787]",14.938108108108109,"Carrer de la Pianista Empar Iturbi, Quatre Carreres, València","Avinguda de Campanar, Campanar, València"
3395,"[39.45651727706023, -0.4056485973478898]","[39.45845760638098, -0.3664120821361347]",14.173351351351354,"Carrer dels Pedrapiquers, Patraix, València","Carrer del Retor, Quatre Carreres, València"
3396,"[39.501806282785154, -0.38548254831371065]","[39.46251107203901, -0.3511876094510849]",18.86483783783784,"Camino Viejo de Godella, Pobles del Nord, València","Carrer de Lebon, Camins al Grau, València"
3397,"[39.474663221659846, -0.3672283145313562]","[39.497750135806285, -0.387981883318827]",15.164069069069075,"Circuit 5K Jardí del Túria, el Pla del Real, València","Carrer de Casas Ibáñez, Benicalap, València"
3398,"[39.51519227760814, -0.4615303334066774]","[39.519001378594254, -0.4201527852476673]",17.985060060060057,"Plaça de Saragossa, Paterna","Calle de Santo Domingo de Guzmán, Paterna"
3399,"[39.46853508719709, -0.4127094648172421]","[39.46057234700147, -0.37734227435455875]",12.663093093093092,"Carrer de Josep Maria Bayarri, l'Olivereta, València","Carrer de Puerto Rico, l'Eixample, València"
3400,"[39.52246676368317, -0.3871225876284962]","[39.457880892802415, -0.4039428626329889]",27.211651651651657,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Carrer Coeters, Patraix, València"
3401,"[39.459688175003386, -0.4640822022375271]","[39.482072476215315, -0.45177345722739387]",14.488846846846847,"Carrer de Sant Cristòfol, Aldaia","Carrer 13 Rosas, Quart de Poblet"
3402,"[39.52117731991767, -0.4148333008293654]","[39.50362529703461, -0.44008621950358745]",13.990411411411408,"Carrer Sant Sebastiá, Godella","Carrer del Mestre Soler, Paterna"
3403,"[39.46057234700147, -0.37734227435455875]","[39.46853508719709, -0.4127094648172421]",14.131987987987989,"Carrer de Puerto Rico, l'Eixample, València","Carrer de Josep Maria Bayarri, l'Olivereta, València"
3404,"[39.50190738758477, -0.44421771185236447]","[39.50993243469007, -0.4683461861015982]",10.3761021021021,"Carrer Sant Marcial, Paterna","V-30, Paterna"
3405,"[39.46231508894026, -0.3395534764946805]","[39.483853449376774, -0.35396630321211375]",12.648072072072075,"Carrer de la Fusta, Camins al Grau, València","Carrer de Diógenes López Mechó, Benimaclet, València"
3406,"[39.49371002412276, -0.3559195168227749]","[39.52726279904961, -0.3834434794535437]",17.227894894894884,"Avinguda dels Germans Machado, Benimaclet, València","CV-315, Pobles del Nord, València"
3407,"[39.48556034804208, -0.4011526118169362]","[39.45625717198431, -0.33806527735653513]",23.31121021021021,"Carrer del Tenor García Romero, Campanar, València","Carrer del Poeta Sanmartín i Aguirre, Poblats Marítims, València"
3408,"[39.460789598462036, -0.4007628117279029]","[39.465360123210566, -0.366855413866582]",11.75071171171171,"Carrer de Fra Juníper Serra, Patraix, València","Carrer de Joaquim Costa, l'Eixample, València"
3409,"[39.510128250682236, -0.47043776105403246]","[39.504967168467275, -0.4046107888559181]",26.579153153153147,"Calle Ciudad de Cartagena, Paterna","Calle del Comandante Moreno, Burjassot"
3410,"[39.520865314276385, -0.3781542128514641]","[39.467106610069656, -0.3436496006810047]",25.083234234234222,"Camí calvari, Pobles del Nord, València","Carrer de Jeroni de Montsoriu, Camins al Grau, València"
3411,"[39.44909505691507, -0.344109588268877]","[39.44351925222543, -0.387214922214261]",14.207639639639638,"Avinguda de Jesús Morante Borràs, Quatre Carreres, València","Carrer de Sant Vicent Màrtir, Jesús, València"
3412,"[39.46840048162504, -0.38500376628289046]","[39.44413116512897, -0.33860696286689]",19.443420420420424,"Carrer de Conca, Extramurs, València","Carrer de Margarita Salas, Quatre Carreres, València"
3413,"[39.51235950921162, -0.4182207827483123]","[39.51190195118457, -0.4436569226039184]",13.175465465465464,"Paseo del Rajolar, Burjassot","Calle Botiguers, Paterna"
3414,"[39.461918427607436, -0.37393938687160766]","[39.48269275917993, -0.3973066691964653]",11.633690690690692,"Carrer de Puerto Rico, l'Eixample, València","Plaça de l'Església, Campanar, València"
3415,"[39.507912023585924, -0.4187629398123371]","[39.5075632748288, -0.4461430815945966]",17.030669669669674,"CV-365, Burjassot","Carrer de Rabosar, Paterna"
3416,"[39.490004843319426, -0.34389901865950456]","[39.52301411786779, -0.3871911769775588]",31.65698498498498,"Acceso norte a València, Alboraia / Alboraya","Camí de Benifaraig a Montcada, Pobles del Nord, València"
