Coordenadas_inicio,Coordenadas_fin
"[39.44138038755268, -0.4687266129885807]","[39.52902519941773, -0.3469581164249048]"
"[39.53126677979134, -0.3530027136714497]","[39.438302680253756, -0.47020126677122087]"
"[39.53118287360636, -0.3485815360947845]","[39.43449747007856, -0.46662186909892767]"
"[39.422970275093384, -0.38642678941402]","[39.546543036974725, -0.39448961612666694]"
"[39.5115892130779, -0.3604759858306335]","[39.39753001111223, -0.41027905816489396]"
"[39.51496195290553, -0.37394241011370627]","[39.39533056170972, -0.39576036027534084]"
"[39.399460962918106, -0.40641561157875034]","[39.51879824385062, -0.4626936288730346]"
"[39.40702999884635, -0.40414352654777436]","[39.528514365341394, -0.3847411907144211]"
"[39.51193092551593, -0.46348885488073627]","[39.45000153465276, -0.3295264480900167]"
"[39.43663708510587, -0.47425793922994597]","[39.546157148751874, -0.39278299045722537]"
"[39.43466534382484, -0.47456925414463946]","[39.54460051715165, -0.3973219379026097]"
"[39.39587589176299, -0.41192610391632256]","[39.51868133982949, -0.408131527733043]"
"[39.524571036036626, -0.346914166001856]","[39.43587088944737, -0.4701458550895887]"
"[39.52330987771335, -0.4638275550299545]","[39.39597612402351, -0.40626034020532653]"
"[39.436162950505356, -0.4734053751853402]","[39.52747233249378, -0.35287397190640074]"
"[39.51489921188568, -0.46344601747491676]","[39.40135531757874, -0.4073631021913566]"
"[39.54684965838798, -0.3998484681596978]","[39.42451094635104, -0.4236711506494257]"
"[39.4140330359921, -0.3925313391961776]","[39.543932573973606, -0.39072757055803686]"
"[39.519888908741045, -0.4281656645431635]","[39.399885219072665, -0.39678627038024467]"
"[39.539705002870214, -0.4043117814072038]","[39.42793921796137, -0.4719766063130607]"
"[39.3979229690769, -0.40666353961869384]","[39.51623829351042, -0.4703181862479195]"
"[39.43863781083243, -0.33711458171941766]","[39.51459762033766, -0.45835016352936037]"
"[39.51486213841434, -0.46778218163029006]","[39.45159692666781, -0.3357932547651507]"
"[39.55099714553373, -0.39237705738338685]","[39.43076406597057, -0.4749425326921693]"
"[39.545780131190234, -0.39695383774313814]","[39.42193552326333, -0.3926976421017053]"
"[39.527806407820435, -0.38711286295939357]","[39.404390940213624, -0.3986020768113077]"
"[39.52275073496924, -0.34301648375593125]","[39.406646145118906, -0.4013479878475601]"
"[39.54324110974869, -0.3947814117729767]","[39.40042737938735, -0.39467236529378147]"
"[39.52100617391903, -0.4644969666149888]","[39.39753001111223, -0.41027905816489396]"
"[39.39540660018187, -0.39392877421608014]","[39.53362640982559, -0.3801289787796728]"
"[39.39786918438939, -0.40394795125271277]","[39.51350611867057, -0.46819581214941497]"
"[39.543317314653116, -0.3969429496159682]","[39.41885811011688, -0.393021983257689]"
"[39.51878173242929, -0.4659674727099253]","[39.442971227715724, -0.33339980475698416]"
"[39.40684048557018, -0.41112129542678116]","[39.5294977727314, -0.35122198676932465]"
"[39.52747233249378, -0.35287397190640074]","[39.43076406597057, -0.4749425326921693]"
"[39.40342526561843, -0.4036847422445982]","[39.54641885846181, -0.3944601992732235]"
"[39.51192990904663, -0.3480693254712211]","[39.426735177181904, -0.46510490729417886]"
"[39.52962429859181, -0.35513870605249537]","[39.43712050330519, -0.46117345968214585]"
"[39.42723585335731, -0.4226363699771363]","[39.532158904563715, -0.34030331428949606]"
"[39.415589786039746, -0.392736174338265]","[39.543648632648036, -0.39756039107291097]"
"[39.547281574091386, -0.39506047200760114]","[39.43732045258265, -0.47261183344317464]"
"[39.40244959958471, -0.4119765346741123]","[39.546543036974725, -0.39448961612666694]"
"[39.399885219072665, -0.39678627038024467]","[39.54691400247709, -0.403706016128022]"
"[39.52511293799178, -0.4214461790588131]","[39.40040390171685, -0.4035653388540452]"
"[39.549246456713824, -0.3933452214261512]","[39.418918805346394, -0.39365849843529055]"
"[39.40212464660424, -0.40698680227185263]","[39.526079336863695, -0.38819002502934025]"
"[39.42793921796137, -0.4719766063130607]","[39.50706044418806, -0.35221951253515116]"
"[39.436627572922134, -0.4674246988272207]","[39.53126677979134, -0.3530027136714497]"
"[39.405477835821145, -0.40485813981888097]","[39.547281574091386, -0.39506047200760114]"
"[39.52870841509813, -0.38546714164203877]","[39.406360958551204, -0.4070618833126017]"
"[39.40249143566821, -0.39937790569950965]","[39.5171287577463, -0.47313660803330215]"
"[39.39587589176299, -0.41192610391632256]","[39.5131503137363, -0.46910521001154065]"
"[39.39587589176299, -0.41192610391632256]","[39.521431137844516, -0.41161873892954465]"
"[39.52292990476331, -0.459063940465615]","[39.446364582793066, -0.3362207855819058]"
"[39.54890043763588, -0.39820783897955153]","[39.40244610750699, -0.4065950884143955]"
"[39.51639048830434, -0.4654289552062113]","[39.44760180718458, -0.3335234457523857]"
"[39.397606529485465, -0.3969846860744717]","[39.55028583031097, -0.3987587355712293]"
"[39.39953880578661, -0.40146428191343697]","[39.521632392049405, -0.34564949125212785]"
"[39.52793324636352, -0.37872362629310763]","[39.399885219072665, -0.39678627038024467]"
"[39.399240740206544, -0.40122126517661105]","[39.52463781134494, -0.38741819788809484]"
"[39.534571174885485, -0.34954993391084216]","[39.42542064219842, -0.42994578823825025]"
"[39.54605755528356, -0.3990870553608558]","[39.43076406597057, -0.4749425326921693]"
"[39.53278899517425, -0.34680496640454417]","[39.4289006755338, -0.4686255999196735]"
"[39.397606529485465, -0.3969846860744717]","[39.51451256650039, -0.47618310053901736]"
"[39.4428099818711, -0.3309904249815451]","[39.51588169002356, -0.468672449139379]"
"[39.51999596163875, -0.340187077127603]","[39.40342526561843, -0.4036847422445982]"
"[39.40123026754632, -0.40418089229623017]","[39.543648632648036, -0.39756039107291097]"
"[39.52511293799178, -0.4214461790588131]","[39.40160105738219, -0.40735626531972485]"
"[39.402657090313916, -0.391010232042067]","[39.5294977727314, -0.35122198676932465]"
"[39.43154086749556, -0.4769828439502539]","[39.55429015975586, -0.40144970301834493]"
"[39.398264167566616, -0.3971240158088995]","[39.51958111031479, -0.42079310010585635]"
"[39.462011378748294, -0.32696144317958686]","[39.51717786297128, -0.4711776890038121]"
"[39.52908117860415, -0.38738997756473365]","[39.402800912544706, -0.40299962284936386]"
"[39.51600294508381, -0.46655586039565095]","[39.44922700827402, -0.3335898255721378]"
"[39.52429503078283, -0.3874150826105955]","[39.40135531757874, -0.4073631021913566]"
"[39.43076406597057, -0.4749425326921693]","[39.55027423345744, -0.39533168668226815]"
"[39.40320961206286, -0.39447511716937844]","[39.54495241593656, -0.399275569671597]"
"[39.54824507404544, -0.3977003519844683]","[39.42813528184649, -0.4772670877640448]"
"[39.426696700463644, -0.47164677946987665]","[39.5259221691044, -0.35271282700369955]"
"[39.43663708510587, -0.47425793922994597]","[39.55196142426833, -0.3930455863699091]"
"[39.51588169002356, -0.468672449139379]","[39.45000153465276, -0.3295264480900167]"
"[39.42769118653595, -0.47025047285498384]","[39.53760027857757, -0.35662344267285395]"
"[39.40135531757874, -0.4073631021913566]","[39.529704592403796, -0.38218557321871743]"
"[39.52347101907996, -0.3880336248319973]","[39.402800912544706, -0.40299962284936386]"
"[39.543648632648036, -0.39756039107291097]","[39.43495809618032, -0.47089970954610333]"
"[39.45432716795712, -0.3321942621590332]","[39.52206452581992, -0.4621291160219042]"
"[39.5238835408454, -0.3537625362807902]","[39.40040390171685, -0.4035653388540452]"
"[39.519648991810136, -0.46412269907830894]","[39.40702999884635, -0.40414352654777436]"
"[39.437571116401514, -0.47371230834810685]","[39.52722348498722, -0.3474804339246804]"
"[39.5171287577463, -0.47313660803330215]","[39.46939845539029, -0.3294851227032433]"
"[39.39460500414015, -0.4054884815638184]","[39.50777355054805, -0.4664632351031244]"
"[39.54557663512471, -0.3935812789452992]","[39.416864919688315, -0.3950032237765783]"
"[39.415447653410155, -0.39636358682608297]","[39.547446498321264, -0.39763071199641037]"
"[39.411005335981336, -0.39751742268067375]","[39.54489063450191, -0.40125538670750127]"
"[39.54817687535043, -0.3966659608649792]","[39.43353201077304, -0.4654854893752616]"
"[39.40107775161937, -0.39681620103700954]","[39.548379467960906, -0.38883222920281074]"
"[39.54773417454856, -0.39687111738527414]","[39.40248083315647, -0.3957414717917019]"
"[39.40702999884635, -0.40414352654777436]","[39.53173174195556, -0.3459920120124874]"
"[39.43157024946931, -0.46768966732994893]","[39.52179216004395, -0.34953528798418837]"
"[39.543667772454995, -0.38995003922675386]","[39.42073316083538, -0.39822949069005414]"
"[39.531932548435044, -0.38412834475747015]","[39.40658799316457, -0.4023702855141005]"
"[39.522645383201144, -0.34955365273514655]","[39.40253307400566, -0.3970027485744539]"
"[39.54257019661765, -0.3968386820809661]","[39.41885284600347, -0.39569522495893356]"
"[39.543301213774214, -0.38911921590793797]","[39.43076406597057, -0.4749425326921693]"
"[39.51001105606464, -0.34603096554143903]","[39.43409612164653, -0.4725844311631217]"
"[39.54913087557153, -0.3914815355177425]","[39.430897137217755, -0.4219633447681656]"
"[39.42244225142531, -0.4204531346019247]","[39.54574467422274, -0.39461374413564443]"
"[39.5034602611687, -0.33900502902962465]","[39.43329751007839, -0.4670384400425865]"
"[39.39878589321014, -0.40068709614696385]","[39.53173174195556, -0.3459920120124874]"
"[39.400321564470154, -0.4110027778282725]","[39.533350136176765, -0.34241733858432877]"
"[39.406360958551204, -0.4070618833126017]","[39.52275073496924, -0.34301648375593125]"
"[39.40236925267727, -0.40034025292489867]","[39.52970843576125, -0.34684085337276566]"
"[39.42333896874085, -0.4219118056201243]","[39.54574467422274, -0.39461374413564443]"
"[39.442981076441036, -0.47536673073559776]","[39.53963356433503, -0.3399760922312]"
"[39.42589979160629, -0.4263984750314246]","[39.53760027857757, -0.35662344267285395]"
"[39.53833178318189, -0.3853166812781537]","[39.39597612402351, -0.40626034020532653]"
"[39.53147891115288, -0.3546070926893744]","[39.437725010424856, -0.4660157434469571]"
"[39.45097267938146, -0.3415161155808974]","[39.51266867984651, -0.4754635543228815]"
"[39.39533056170972, -0.39576036027534084]","[39.518146553762065, -0.4185619775599196]"
"[39.51820675366348, -0.41124957807118456]","[39.396500443920964, -0.4006288298772595]"
"[39.418112565832686, -0.3884036423783392]","[39.54836237846892, -0.3946552084124562]"
"[39.55746414566028, -0.40140952057024337]","[39.416864919688315, -0.3950032237765783]"
"[39.51489921188568, -0.46344601747491676]","[39.40212464660424, -0.40698680227185263]"
"[39.51451256650039, -0.47618310053901736]","[39.40098728860476, -0.4053794870889823]"
"[39.53296242046361, -0.39714538692512286]","[39.40684048557018, -0.41112129542678116]"
"[39.5123842691078, -0.45849500114885616]","[39.39796428624887, -0.398125634665853]"
"[39.53628879364195, -0.3558784889546412]","[39.43410340333957, -0.478409289053137]"
"[39.41675257441788, -0.393342564476371]","[39.54236470414093, -0.40288883689884847]"
"[39.399885219072665, -0.39678627038024467]","[39.543667772454995, -0.38995003922675386]"
"[39.43282298917638, -0.41245667928592755]","[39.55746414566028, -0.40140952057024337]"
"[39.528847820157125, -0.3489069076160588]","[39.42345585054675, -0.42737336288649697]"
"[39.40718190607405, -0.4019132380903986]","[39.53359386874004, -0.3824534533606579]"
"[39.39873938327394, -0.39462762485408726]","[39.52793324636352, -0.37872362629310763]"
"[39.5181907202496, -0.3865113779834561]","[39.39786918438939, -0.40394795125271277]"
"[39.39753695230372, -0.39889817894891205]","[39.520627203952785, -0.38735037574955744]"
"[39.4277223929161, -0.4254056373799783]","[39.53628879364195, -0.3558784889546412]"
"[39.539234311354534, -0.39847928918329983]","[39.399444498956335, -0.39754856354449997]"
"[39.45949505613505, -0.4699441677959234]","[39.53963356433503, -0.3399760922312]"
"[39.43189307986651, -0.4683532399838482]","[39.54574467422274, -0.39461374413564443]"
"[39.52019351084597, -0.45917597694203366]","[39.449493777666525, -0.33231774930648283]"
"[39.54250646439395, -0.40219560197896204]","[39.42751121743822, -0.46133462415012133]"
"[39.54190421012771, -0.38780011585165153]","[39.423877671457795, -0.4228754158866002]"
"[39.547446498321264, -0.39763071199641037]","[39.4363075261176, -0.4692473703558487]"
"[39.52271859404295, -0.3483371621055655]","[39.39597612402351, -0.40626034020532653]"
"[39.52682931383347, -0.35080045668513304]","[39.398264167566616, -0.3971240158088995]"
"[39.543301213774214, -0.38911921590793797]","[39.424325924650795, -0.4204254448033518]"
"[39.553930090770606, -0.39973813226536004]","[39.42333896874085, -0.4219118056201243]"
"[39.42288050841533, -0.394451102936673]","[39.546157148751874, -0.39278299045722537]"
"[39.43827779121957, -0.4709801289577436]","[39.53628879364195, -0.3558784889546412]"
"[39.51717786297128, -0.4711776890038121]","[39.442971227715724, -0.33339980475698416]"
"[39.52079503716763, -0.46209185905170724]","[39.399077744392315, -0.4072002565943866]"
"[39.549246456713824, -0.3933452214261512]","[39.426856713470706, -0.424413862226119]"
"[39.53126677979134, -0.3530027136714497]","[39.41579575137313, -0.40081291631463056]"
"[39.430471753760926, -0.47644624624889265]","[39.53963356433503, -0.3399760922312]"
"[39.52241570573696, -0.34902450784213873]","[39.40236925267727, -0.40034025292489867]"
"[39.51912155446437, -0.38533974801422555]","[39.39753695230372, -0.39889817894891205]"
"[39.39796428624887, -0.398125634665853]","[39.520627203952785, -0.38735037574955744]"
"[39.5131503137363, -0.46910521001154065]","[39.403677671007486, -0.40289797594253496]"
"[39.53267111859699, -0.3511355718691225]","[39.43216700267051, -0.4658670152997476]"
"[39.53424131780824, -0.3466200044369047]","[39.438302680253756, -0.47020126677122087]"
"[39.398191736811214, -0.4167385510887538]","[39.52686610631602, -0.3526669864614221]"
"[39.51679631790058, -0.4617600074413938]","[39.44223627928272, -0.33664272225541275]"
"[39.437725010424856, -0.4660157434469571]","[39.532158904563715, -0.34030331428949606]"
"[39.442412298275244, -0.3381736569991415]","[39.51699028301163, -0.4630721437324131]"
"[39.52220991301255, -0.4683848349341491]","[39.45300151214677, -0.33072825507746795]"
"[39.43415871227312, -0.4700990081200287]","[39.53147891115288, -0.3546070926893744]"
"[39.43663708510587, -0.47425793922994597]","[39.55196142426833, -0.3930455863699091]"
"[39.54324110974869, -0.3947814117729767]","[39.40414523841486, -0.39757358153734546]"
"[39.55746414566028, -0.40140952057024337]","[39.428141272781815, -0.38671414458915265]"
"[39.464144644323625, -0.33192289174204537]","[39.43034892100758, -0.48138478574295895]"
"[39.42589979160629, -0.4263984750314246]","[39.54505955881226, -0.3981004197074211]"
"[39.41066146992267, -0.40187494802893925]","[39.54315492965823, -0.39528303320100394]"
"[39.53833178318189, -0.3853166812781537]","[39.402657090313916, -0.391010232042067]"
"[39.4282805367573, -0.4718480947944809]","[39.51262655058165, -0.3554138360183962]"
"[39.536227291852754, -0.4041139363055994]","[39.39786918438939, -0.40394795125271277]"
"[39.52689965762625, -0.35130804165786145]","[39.432521514775054, -0.47491878438567964]"
"[39.54910683111174, -0.39265537846292453]","[39.43415871227312, -0.4700990081200287]"
